permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2020-054353 BP,2020-04-03,single_family,2752,17833,Residential
2020-051121 BP,2020-04-03,single_family,2399,15546,Residential
2020-052842 BP,2020-04-03,single_family,3034,19660,Residential
2020-054659 BP,2020-04-03,single_family,3231,20937,Residential
2020-053702 BP,2020-04-02,single_family,1957,12681,Residential
2020-053833 BP,2020-04-02,single_family,2552,16537,Residential
2020-053573 BP,2020-04-02,single_family,3111,20159,Residential
2020-046680 BP,2020-04-02,single_family,3555,23036,Residential
2020-053883 BP,2020-04-02,single_family,2868,18585,Residential
2020-053840 BP,2020-04-02,single_family,2523,16349,Residential
2020-053841 BP,2020-04-02,single_family,1866,12092,Residential
2020-052399 BP,2020-04-02,single_family,2793,18099,Residential
2020-053839 BP,2020-04-02,single_family,2353,15247,Residential
2020-053331 BP,2020-04-01,multifamily,3327,56229,Commercial
2020-052564 BP,2020-04-01,single_family,3934,25492,Residential
2020-053288 BP,2020-04-01,single_family,2912,18870,Residential
2020-046175 BP,2020-04-01,single_family,4062,26322,Residential
2020-053333 BP,2020-04-01,multifamily,2800,47322,Commercial
2020-053334 BP,2020-04-01,multifamily,2636,44550,Commercial
2020-053335 BP,2020-04-01,multifamily,3327,56229,Commercial
2020-053332 BP,2020-04-01,multifamily,2636,44550,Commercial
2020-052208 BP,2020-03-31,single_family,2993,19395,Residential
2020-052218 BP,2020-03-31,single_family,2620,16978,Residential
2020-052230 BP,2020-03-31,single_family,2966,19220,Residential
2020-052711 BP,2020-03-31,single_family,2708,17548,Residential
2020-049969 BP,2020-03-31,single_family,2827,18319,Residential
2020-052722 BP,2020-03-31,single_family,2265,14677,Residential
2020-052745 BP,2020-03-31,single_family,3574,23160,Residential
2020-052740 BP,2020-03-31,single_family,2628,17029,Residential
2020-052143 BP,2020-03-30,single_family,2388,15474,Residential
2020-051444 BP,2020-03-30,single_family,1866,12092,Residential
2020-051588 BP,2020-03-30,single_family,2052,13297,Residential
2020-052095 BP,2020-03-30,single_family,2493,16155,Residential
2020-052158 BP,2020-03-30,single_family,2398,15539,Residential
2020-052135 BP,2020-03-30,single_family,2368,15345,Residential
2020-051593 BP,2020-03-30,single_family,2390,15487,Residential
2020-051513 BP,2020-03-30,single_family,2091,13550,Residential
2020-052099 BP,2020-03-30,single_family,2330,15098,Residential
2020-051559 BP,2020-03-30,single_family,1866,12092,Residential
2020-051537 BP,2020-03-30,single_family,2063,13368,Residential
2020-052136 BP,2020-03-30,single_family,1866,12092,Residential
2020-051606 BP,2020-03-30,single_family,1876,12156,Residential
2020-052088 BP,2020-03-30,single_family,2711,17567,Residential
2020-052126 BP,2020-03-30,single_family,5533,35854,Residential
2020-052131 BP,2020-03-30,single_family,1692,10964,Residential
2020-051490 BP,2020-03-30,single_family,1692,10964,Residential
2020-052140 BP,2020-03-30,single_family,1692,10964,Residential
2020-051381 BP,2020-03-27,single_family,3915,25369,Residential
2020-050899 BP,2020-03-27,single_family,1982,12843,Residential
2020-051492 BP,2020-03-27,single_family,4991,32342,Residential
2020-051463 BP,2020-03-27,single_family,2265,14677,Residential
2020-051303 BP,2020-03-27,single_family,2610,16913,Residential
2020-051322 BP,2020-03-27,single_family,2865,18565,Residential
2020-051376 BP,2020-03-27,single_family,2864,18559,Residential
2020-051159 BP,2020-03-27,single_family,2009,13018,Residential
2020-047712 BP,2020-03-26,single_family,2856,18507,Residential
2020-050748 BP,2020-03-26,single_family,4160,26957,Residential
2020-050716 BP,2020-03-26,single_family,2755,17852,Residential
2020-050870 BP,2020-03-26,single_family,2503,16219,Residential
2020-047542 BP,2020-03-26,single_family,1866,12092,Residential
2020-050423 BP,2020-03-26,single_family,2907,18837,Residential
2020-049203 BP,2020-03-26,single_family,1692,10964,Residential
2020-049140 BP,2020-03-26,single_family,2388,15474,Residential
2020-049139 BP,2020-03-26,single_family,2191,14198,Residential
2020-050419 BP,2020-03-26,single_family,2799,18138,Residential
2020-050420 BP,2020-03-26,single_family,3704,24002,Residential
2020-050583 BP,2020-03-26,single_family,2451,15882,Residential
2020-050763 BP,2020-03-26,single_family,2765,17917,Residential
2020-050277 BP,2020-03-26,single_family,2307,14949,Residential
2020-049156 BP,2020-03-26,single_family,2578,16705,Residential
2020-050683 BP,2020-03-26,single_family,2227,14431,Residential
2020-050881 BP,2020-03-26,single_family,2781,18021,Residential
2020-050855 BP,2020-03-26,single_family,2083,13498,Residential
2020-047979 BP,2020-03-26,single_family,2353,15247,Residential
2020-050271 BP,2020-03-26,single_family,2296,14878,Residential
2020-050553 BP,2020-03-26,single_family,3549,22998,Residential
2020-050604 BP,2020-03-26,single_family,1764,11431,Residential
2020-049297 BP,2020-03-25,single_family,3397,22013,Residential
2020-049306 BP,2020-03-24,single_family,3579,23192,Residential
2020-049234 BP,2020-03-24,single_family,2642,17120,Residential
2020-046871 BP,2020-03-24,single_family,2176,14100,Residential
2020-048782 BP,2020-03-24,single_family,1680,10886,Residential
2020-049147 BP,2020-03-24,single_family,3579,23192,Residential
2020-048337 BP,2020-03-24,single_family,2191,14198,Residential
2020-049141 BP,2020-03-24,single_family,1866,12092,Residential
2020-048325 BP,2020-03-24,single_family,2519,16323,Residential
2020-048702 BP,2020-03-24,single_family,2827,18319,Residential
2020-048359 BP,2020-03-24,single_family,2373,15377,Residential
2020-046892 BP,2020-03-24,single_family,2469,15999,Residential
2020-049500 BP,2020-03-24,single_family,3566,23108,Residential
2020-049167 BP,2020-03-24,single_family,2254,14606,Residential
2020-049174 BP,2020-03-24,single_family,2953,19135,Residential
2020-048370 BP,2020-03-24,single_family,3378,21889,Residential
2020-049158 BP,2020-03-24,single_family,2949,19110,Residential
2020-049279 BP,2020-03-24,single_family,2648,17159,Residential
2020-048408 BP,2020-03-24,single_family,3575,23166,Residential
2020-049161 BP,2020-03-24,single_family,3302,21397,Residential
2020-046910 BP,2020-03-24,single_family,2564,16615,Residential
2020-048310 BP,2020-03-24,single_family,2191,14198,Residential
2020-048704 BP,2020-03-24,single_family,2924,18948,Residential
2020-049182 BP,2020-03-24,single_family,6123,39677,Residential
2020-048383 BP,2020-03-24,single_family,2052,13297,Residential
2020-049207 BP,2020-03-24,single_family,2090,13543,Residential
2020-049490 BP,2020-03-24,single_family,3613,23412,Residential
2020-049507 BP,2020-03-24,single_family,4441,28778,Residential
2020-048485 BP,2020-03-24,single_family,3365,21805,Residential
2020-049405 BP,2020-03-24,single_family,6173,40001,Residential
2020-049143 BP,2020-03-24,single_family,3801,24630,Residential
2020-042652 BP,2020-03-23,single_family,3492,22628,Residential
2020-048344 BP,2020-03-23,single_family,3470,22486,Residential
2020-047859 BP,2020-03-23,single_family,2528,16381,Residential
2020-047993 BP,2020-03-23,adu_accessory,813,7268,Residential
2020-048540 BP,2020-03-23,single_family,3216,20840,Residential
2020-048433 BP,2020-03-23,single_family,2914,18883,Residential
2020-046240 BP,2020-03-20,single_family,2191,14198,Residential
2020-047986 BP,2020-03-20,single_family,4828,31285,Residential
2020-047405 BP,2020-03-20,single_family,2221,14392,Residential
2020-047406 BP,2020-03-20,adu_accessory,1151,10290,Residential
2020-046260 BP,2020-03-20,single_family,1957,12681,Residential
2020-047907 BP,2020-03-20,single_family,1368,8865,Residential
2020-047876 BP,2020-03-20,single_family,2423,15701,Residential
2020-046903 BP,2020-03-20,single_family,4123,26717,Residential
2020-046846 BP,2020-03-20,single_family,2827,18319,Residential
2020-046848 BP,2020-03-20,single_family,2787,18060,Residential
2020-046251 BP,2020-03-20,single_family,1957,12681,Residential
2020-046833 BP,2020-03-19,single_family,2856,18507,Residential
2020-046514 BP,2020-03-19,single_family,4105,26600,Residential
2020-046525 BP,2020-03-18,single_family,2753,17839,Residential
2020-043140 BP,2020-03-18,single_family,1911,12383,Residential
2020-044192 BP,2020-03-18,adu_accessory,1122,10031,Residential
2020-044191 BP,2020-03-18,single_family,1440,9331,Residential
2020-046147 BP,2020-03-18,single_family,2388,15474,Residential
2020-046170 BP,2020-03-18,single_family,3497,22661,Residential
2020-044083 BP,2020-03-17,single_family,2861,18539,Residential
2020-046039 BP,2020-03-17,single_family,2670,17302,Residential
2020-043141 BP,2020-03-17,single_family,2075,13446,Residential
2020-036550 BP,2020-03-17,single_family,1957,12681,Residential
2020-043490 BP,2020-03-17,single_family,2993,19395,Residential
2020-044133 BP,2020-03-17,single_family,2501,16206,Residential
2020-043208 BP,2020-03-17,single_family,2973,19265,Residential
2020-042313 BP,2020-03-17,single_family,3556,23043,Residential
2020-043622 BP,2020-03-17,single_family,2868,18585,Residential
2020-042963 BP,2020-03-17,single_family,3369,21831,Residential
2020-043476 BP,2020-03-17,single_family,4274,27696,Residential
2020-043566 BP,2020-03-17,single_family,2993,19395,Residential
2020-044339 BP,2020-03-17,single_family,1957,12681,Residential
2020-043588 BP,2020-03-17,single_family,2388,15474,Residential
2020-042981 BP,2020-03-17,single_family,2937,19032,Residential
2020-043609 BP,2020-03-17,single_family,1957,12681,Residential
2020-044202 BP,2020-03-17,single_family,2966,19220,Residential
2020-044149 BP,2020-03-17,single_family,2191,14198,Residential
2020-044371 BP,2020-03-17,single_family,1957,12681,Residential
2020-044219 BP,2020-03-17,single_family,2191,14198,Residential
2020-042812 BP,2020-03-16,single_family,2004,12986,Residential
2020-041900 BP,2020-03-16,single_family,2063,13368,Residential
2020-042842 BP,2020-03-16,single_family,2004,12986,Residential
2020-043248 BP,2020-03-16,single_family,3375,21870,Residential
2020-043108 BP,2020-03-16,single_family,2618,16965,Residential
2020-043524 BP,2020-03-16,single_family,2657,17217,Residential
2020-042795 BP,2020-03-16,single_family,2009,13018,Residential
2020-039320 BP,2020-03-16,single_family,2142,13880,Residential
2020-043253 BP,2020-03-16,single_family,2804,18170,Residential
2020-043116 BP,2020-03-16,single_family,2984,19336,Residential
2020-042468 BP,2020-03-16,single_family,1623,10517,Residential
2020-039322 BP,2020-03-16,single_family,3071,19900,Residential
2020-041899 BP,2020-03-16,single_family,2130,13802,Residential
2020-043681 BP,2020-03-16,single_family,2115,13705,Residential
2020-043231 BP,2020-03-16,single_family,3252,21073,Residential
2020-042977 BP,2020-03-16,single_family,6000,38880,Residential
2020-041493 BP,2020-03-16,single_family,3237,20976,Residential
2020-042979 BP,2020-03-16,single_family,2787,18060,Residential
2020-039321 BP,2020-03-16,single_family,2139,13861,Residential
2020-041495 BP,2020-03-16,single_family,3718,24093,Residential
2020-042975 BP,2020-03-13,single_family,2515,16297,Residential
2020-042002 BP,2020-03-13,single_family,3397,22013,Residential
2020-042480 BP,2020-03-13,single_family,3122,20231,Residential
2020-041836 BP,2020-03-13,single_family,2851,18474,Residential
2020-041072 BP,2020-03-13,single_family,2444,15837,Residential
2020-041490 BP,2020-03-13,single_family,2861,18539,Residential
2020-042004 BP,2020-03-13,single_family,2861,18539,Residential
2020-042000 BP,2020-03-13,single_family,2861,18539,Residential
2020-042494 BP,2020-03-12,single_family,2668,17289,Residential
2020-042411 BP,2020-03-12,single_family,4008,25972,Residential
2020-042035 BP,2020-03-12,single_family,1692,10964,Residential
2020-042432 BP,2020-03-12,single_family,2565,16621,Residential
2020-041997 BP,2020-03-12,single_family,4310,27929,Residential
2020-041653 BP,2020-03-12,single_family,3528,22861,Residential
2020-041086 BP,2020-03-12,adu_accessory,1283,11470,Residential
2020-041659 BP,2020-03-12,single_family,3511,22751,Residential
2020-042419 BP,2020-03-12,single_family,3998,25907,Residential
2020-036568 BP,2020-03-12,single_family,2966,19220,Residential
2020-042023 BP,2020-03-12,single_family,2355,15260,Residential
2020-041085 BP,2020-03-12,single_family,2392,15500,Residential
2020-019949 BP,2020-03-12,single_family,2119,13731,Residential
2020-040911 BP,2020-03-11,single_family,2668,17289,Residential
2020-040888 BP,2020-03-11,single_family,2949,19110,Residential
2020-040901 BP,2020-03-11,single_family,3216,20840,Residential
2020-040960 BP,2020-03-11,single_family,2091,13550,Residential
2020-040873 BP,2020-03-11,single_family,3554,23030,Residential
2020-041092 BP,2020-03-11,single_family,3284,21280,Residential
2020-041727 BP,2020-03-11,single_family,3125,20250,Residential
2020-040905 BP,2020-03-11,single_family,2515,16297,Residential
2020-041822 BP,2020-03-11,single_family,3165,20509,Residential
2020-040946 BP,2020-03-11,single_family,3369,21831,Residential
2020-041104 BP,2020-03-10,single_family,2119,13731,Residential
2020-040345 BP,2020-03-10,single_family,2767,17930,Residential
2020-039370 BP,2020-03-10,single_family,2032,13167,Residential
2020-040475 BP,2020-03-10,single_family,3356,21747,Residential
2020-039921 BP,2020-03-10,single_family,2984,19336,Residential
2020-040136 BP,2020-03-10,single_family,3311,21455,Residential
2020-039459 BP,2020-03-10,single_family,2047,13265,Residential
2020-036041 BP,2020-03-10,single_family,3409,22090,Residential
2020-035605 BP,2020-03-10,single_family,3784,24520,Residential
2020-039394 BP,2020-03-10,single_family,2047,13265,Residential
2020-038862 BP,2020-03-10,adu_accessory,1413,12632,Residential
2020-040476 BP,2020-03-10,adu_accessory,64,572,Residential
2020-039465 BP,2020-03-10,single_family,2062,13362,Residential
2020-033534 BP,2020-03-06,single_family,2368,15345,Residential
2020-038924 BP,2020-03-06,single_family,1911,12383,Residential
2020-038649 BP,2020-03-06,single_family,3707,24021,Residential
2020-033394 BP,2020-03-06,multifamily,8005,135290,Commercial
2020-038683 BP,2020-03-06,single_family,2665,17269,Residential
2020-038952 BP,2020-03-06,single_family,2075,13446,Residential
2020-038689 BP,2020-03-06,single_family,2544,16485,Residential
2020-038833 BP,2020-03-06,single_family,2052,13297,Residential
2020-034332 BP,2020-03-06,single_family,5126,33216,Residential
2020-038664 BP,2020-03-06,single_family,3600,23328,Residential
2020-038275 BP,2020-03-06,single_family,1919,12435,Residential
2020-038239 BP,2020-03-06,single_family,1919,12435,Residential
2020-038152 BP,2020-03-06,single_family,1843,11943,Residential
2020-034949 BP,2020-03-06,multifamily,43168,729570,Commercial
2020-038855 BP,2020-03-06,single_family,1866,12092,Residential
2020-037886 BP,2020-03-05,single_family,2328,15085,Residential
2020-038337 BP,2020-03-05,adu_accessory,1499,13401,Residential
2020-038336 BP,2020-03-05,single_family,2221,14392,Residential
2020-037887 BP,2020-03-05,adu_accessory,1323,11828,Residential
2020-037786 BP,2020-03-05,single_family,3078,19945,Residential
2020-038343 BP,2020-03-05,single_family,3805,24656,Residential
2020-037888 BP,2020-03-05,single_family,2702,17509,Residential
2020-037711 BP,2020-03-05,single_family,2544,16485,Residential
2020-037772 BP,2020-03-05,single_family,2316,15008,Residential
