permit_id,issued_date,property_type,sqft,est_annual_kwh,permit_class
2020-123367 BP,2020-08-20,single_family,4452,28849,Residential
2020-121945 BP,2020-08-20,commercial_other,140,2075,Commercial
2020-117787 BP,2020-08-20,commercial_other,1750,25934,Commercial
2020-083842 BP,2020-08-20,single_family,2241,14522,Residential
2020-124082 BP,2020-08-20,single_family,2044,13245,Residential
2020-110251 BP,2020-08-20,commercial_other,6765,100255,Commercial
2020-120208 BP,2020-08-20,single_family,2591,16790,Residential
2020-083843 BP,2020-08-20,adu_accessory,1346,12033,Residential
2020-121943 BP,2020-08-20,commercial_other,390,5780,Commercial
2020-057950 BP,2020-08-20,single_family,2888,18714,Residential
2020-110513 BP,2020-08-20,single_family,2868,18585,Residential
2020-123574 BP,2020-08-19,single_family,1919,12435,Residential
2020-120731 BP,2020-08-19,single_family,2844,18429,Residential
2020-123439 BP,2020-08-19,single_family,1674,10848,Residential
2020-123402 BP,2020-08-19,single_family,2323,15053,Residential
2020-122238 BP,2020-08-19,multifamily,2858,48302,Residential
2020-072987 BP,2020-08-19,single_family,2862,18546,Residential
2020-123128 BP,2020-08-19,multifamily,3722,62904,Residential
2020-113336 BP,2020-08-19,adu_accessory,1556,13911,Residential
2020-123438 BP,2020-08-19,single_family,1686,10925,Residential
2020-108652 BP,2020-08-19,office,37650,589422,Commercial
2020-123616 BP,2020-08-19,single_family,1696,10990,Residential
2020-111183 BP,2020-08-19,single_family,2966,19220,Residential
2020-123372 BP,2020-08-19,single_family,2181,14133,Residential
2020-123526 BP,2020-08-19,single_family,1931,12513,Residential
2020-123527 BP,2020-08-19,single_family,1919,12435,Residential
2020-080216 BP,2020-08-19,single_family,2949,19110,Residential
2020-123375 BP,2020-08-19,single_family,2494,16161,Residential
2020-123575 BP,2020-08-19,single_family,1931,12513,Residential
2020-120611 BP,2020-08-19,single_family,2915,18889,Residential
2020-123620 BP,2020-08-19,single_family,1684,10912,Residential
2020-123148 BP,2020-08-19,multifamily,3374,57023,Residential
2020-123401 BP,2020-08-19,single_family,2660,17237,Residential
2020-113180 BP,2020-08-19,single_family,2140,13867,Residential
2020-109431 BP,2020-08-19,single_family,1931,12513,Residential
2020-114237 BP,2020-08-19,single_family,2528,16381,Residential
2020-123371 BP,2020-08-19,single_family,2009,13018,Residential
2020-078307 BP,2020-08-19,single_family,3169,20535,Residential
2020-122443 BP,2020-08-18,single_family,2857,18513,Residential
2020-079718 BP,2020-08-18,single_family,2678,17353,Residential
2020-122535 BP,2020-08-18,single_family,3296,21358,Residential
2020-122204 BP,2020-08-18,single_family,2221,14392,Residential
2020-121103 BP,2020-08-18,single_family,2434,15772,Residential
2020-121104 BP,2020-08-18,single_family,2494,16161,Residential
2020-077172 BP,2020-08-18,single_family,2674,17328,Residential
2020-110371 BP,2020-08-18,single_family,4486,29069,Residential
2020-081882 BP,2020-08-18,single_family,3383,21922,Residential
2020-122224 BP,2020-08-18,single_family,2603,16867,Residential
2020-122580 BP,2020-08-17,multifamily,23094,390305,Commercial
2020-120378 BP,2020-08-17,single_family,4072,26387,Residential
2020-120250 BP,2020-08-17,adu_accessory,810,7241,Residential
2020-111177 BP,2020-08-17,single_family,2718,17613,Residential
2020-110820 BP,2020-08-17,single_family,2353,15247,Residential
2020-080151 BP,2020-08-17,single_family,3425,22194,Residential
2020-111537 BP,2020-08-17,single_family,2857,18513,Residential
2020-122576 BP,2020-08-17,multifamily,41377,699301,Commercial
2020-122575 BP,2020-08-17,multifamily,47648,805285,Commercial
2020-082056 BP,2020-08-17,single_family,3555,23036,Residential
2020-122582 BP,2020-08-17,parking_garage,97529,126788,Commercial
2020-122577 BP,2020-08-17,multifamily,46823,791342,Commercial
2020-122396 BP,2020-08-17,single_family,5057,32769,Residential
2020-111528 BP,2020-08-17,single_family,2966,19220,Residential
2020-111581 BP,2020-08-17,adu_accessory,1340,11980,Residential
2020-115001 BP,2020-08-17,single_family,1892,12260,Residential
2020-113174 BP,2020-08-17,single_family,2048,13271,Residential
2020-122578 BP,2020-08-17,multifamily,46498,785849,Commercial
2020-111580 BP,2020-08-17,single_family,1407,9117,Residential
2020-122581 BP,2020-08-17,multifamily,43209,730263,Commercial
2020-122574 BP,2020-08-17,multifamily,26438,446821,Commercial
2020-120998 BP,2020-08-14,single_family,3116,20192,Residential
2020-121112 BP,2020-08-14,single_family,4885,31655,Residential
2020-120996 BP,2020-08-14,single_family,3255,21092,Residential
2020-120813 BP,2020-08-14,single_family,2528,16381,Residential
2020-121108 BP,2020-08-14,single_family,5466,35420,Residential
2020-120092 BP,2020-08-14,single_family,2437,15792,Residential
2020-119427 BP,2020-08-14,religious,4200,26023,Commercial
2020-121390 BP,2020-08-14,single_family,2711,17567,Residential
2020-118995 BP,2020-08-14,single_family,2052,13297,Residential
2020-121106 BP,2020-08-14,single_family,5466,35420,Residential
2020-115144 BP,2020-08-13,single_family,2544,16485,Residential
2020-112939 BP,2020-08-13,adu_accessory,1417,12668,Residential
2020-119169 BP,2020-08-13,single_family,2882,18675,Residential
2020-077822 BP,2020-08-13,single_family,2577,16699,Residential
2020-109330 BP,2020-08-13,single_family,1692,10964,Residential
2020-115186 BP,2020-08-13,single_family,2248,14567,Residential
2020-113187 BP,2020-08-13,single_family,2353,15247,Residential
2020-109349 BP,2020-08-13,single_family,2103,13627,Residential
2020-115173 BP,2020-08-13,single_family,2528,16381,Residential
2020-115012 BP,2020-08-13,single_family,2185,14159,Residential
2020-115180 BP,2020-08-13,single_family,1956,12675,Residential
2020-119547 BP,2020-08-13,single_family,3986,25829,Residential
2020-115798 BP,2020-08-13,single_family,2191,14198,Residential
2020-109345 BP,2020-08-13,single_family,1866,12092,Residential
2020-077177 BP,2020-08-13,single_family,2501,16206,Residential
2020-115043 BP,2020-08-13,single_family,2868,18585,Residential
2020-120056 BP,2020-08-13,single_family,2363,15312,Residential
2020-106637 BP,2020-08-13,single_family,2048,13271,Residential
2020-067182 BP,2020-08-13,adu_accessory,615,5498,Residential
2020-115161 BP,2020-08-13,single_family,2191,14198,Residential
2020-120636 BP,2020-08-13,single_family,3518,22797,Residential
2020-112938 BP,2020-08-13,single_family,2173,14081,Residential
2020-120545 BP,2020-08-13,single_family,3154,20438,Residential
2020-120054 BP,2020-08-12,single_family,2490,16135,Residential
2020-120055 BP,2020-08-12,single_family,2211,14327,Residential
2020-120057 BP,2020-08-12,single_family,2242,14528,Residential
2020-115774 BP,2020-08-11,single_family,2166,14036,Residential
2020-119321 BP,2020-08-11,single_family,3128,20269,Residential
2020-119016 BP,2020-08-11,single_family,2211,14327,Residential
2020-118850 BP,2020-08-11,single_family,2221,14392,Residential
2020-117668 BP,2020-08-11,single_family,2892,18740,Residential
2020-118652 BP,2020-08-11,single_family,3677,23827,Residential
2020-119017 BP,2020-08-11,single_family,2234,14476,Residential
2020-119334 BP,2020-08-11,single_family,2438,15798,Residential
2020-115776 BP,2020-08-11,adu_accessory,1293,11559,Residential
2020-118987 BP,2020-08-11,single_family,2230,14450,Residential
2020-118636 BP,2020-08-11,single_family,2220,14386,Residential
2020-118989 BP,2020-08-11,single_family,3558,23056,Residential
2020-119015 BP,2020-08-11,single_family,2473,16025,Residential
2020-113266 BP,2020-08-10,adu_accessory,1450,12963,Residential
2020-113265 BP,2020-08-10,single_family,1635,10595,Residential
2020-118265 BP,2020-08-10,single_family,4937,31992,Residential
2020-116512 BP,2020-08-10,multifamily,9710,164106,Commercial
2020-117325 BP,2020-08-10,adu_accessory,1222,10925,Residential
2020-118423 BP,2020-08-10,single_family,3228,20917,Residential
2020-105275 BP,2020-08-10,single_family,2926,18960,Residential
2020-105044 BP,2020-08-10,single_family,1957,12681,Residential
2020-116513 BP,2020-08-10,multifamily,8556,144602,Commercial
2020-118513 BP,2020-08-10,single_family,2551,16530,Residential
2020-116507 BP,2020-08-10,multifamily,7487,126536,Commercial
2020-117266 BP,2020-08-10,adu_accessory,1761,15743,Residential
2020-115516 BP,2020-08-10,single_family,2967,19226,Residential
2020-116506 BP,2020-08-10,multifamily,7488,126553,Commercial
2020-116508 BP,2020-08-10,multifamily,7344,124119,Commercial
2020-118280 BP,2020-08-10,single_family,3096,20062,Residential
2020-109325 BP,2020-08-10,single_family,2966,19220,Residential
2020-109262 BP,2020-08-07,parking_garage,59848,77802,Commercial
2020-117651 BP,2020-08-07,single_family,3584,23224,Residential
2020-100605 BP,2020-08-07,multifamily,4241,71676,Residential
2020-109261 BP,2020-08-07,multifamily,300918,5085728,Commercial
2020-116720 BP,2020-08-07,single_family,3253,21079,Residential
2020-115015 BP,2020-08-07,single_family,3262,21138,Residential
2020-116795 BP,2020-08-07,single_family,4008,25972,Residential
2020-116721 BP,2020-08-07,adu_accessory,1418,12677,Residential
2020-116035 BP,2020-08-07,single_family,4248,27527,Residential
2020-108683 BP,2020-08-07,single_family,2415,15649,Residential
2020-116752 BP,2020-08-07,multifamily,4888,82611,Residential
2020-055540 BP,2020-08-06,single_family,2878,18649,Residential
2020-116249 BP,2020-08-06,single_family,3688,23898,Residential
2020-109357 BP,2020-08-06,single_family,2052,13297,Residential
2020-114615 BP,2020-08-06,single_family,2840,18403,Residential
2020-117061 BP,2020-08-06,commercial_other,512,7588,Commercial
2020-055541 BP,2020-08-06,adu_accessory,1561,13955,Residential
2020-116819 BP,2020-08-06,single_family,3389,21961,Residential
2020-115010 BP,2020-08-06,single_family,2537,16440,Residential
2020-115089 BP,2020-08-06,single_family,3252,21073,Residential
2020-105502 BP,2020-08-06,single_family,3143,20367,Residential
2020-116545 BP,2020-08-05,single_family,4774,30936,Residential
2020-116572 BP,2020-08-05,single_family,5406,35031,Residential
2020-111485 BP,2020-08-05,single_family,2105,13640,Residential
2020-109242 BP,2020-08-05,multifamily,2469,41728,Commercial
2020-115593 BP,2020-08-05,single_family,1931,12513,Residential
2020-097684 BP,2020-08-05,single_family,2255,14612,Residential
2020-115030 BP,2020-08-05,single_family,2609,16906,Residential
2020-078317 BP,2020-08-05,single_family,2753,17839,Residential
2020-115347 BP,2020-08-05,single_family,2216,14360,Residential
2020-108045 BP,2020-08-05,single_family,2519,16323,Residential
2020-111475 BP,2020-08-05,single_family,2105,13640,Residential
2020-112146 BP,2020-08-05,single_family,2191,14198,Residential
2020-107988 BP,2020-08-05,single_family,2158,13984,Residential
2020-105702 BP,2020-08-05,single_family,2416,15656,Residential
2020-115917 BP,2020-08-05,single_family,7149,46326,Residential
2020-116294 BP,2020-08-05,single_family,3125,20250,Residential
2020-115039 BP,2020-08-05,single_family,2289,14833,Residential
2020-149417 BP,2020-10-08,adu_accessory,1458,13035,Residential
2020-151518 BP,2020-10-08,single_family,2544,16485,Residential
2020-150749 BP,2020-10-08,single_family,2097,13589,Residential
2020-154041 BP,2020-10-08,single_family,2438,15798,Residential
2020-151513 BP,2020-10-08,single_family,2221,14392,Residential
2020-047274 BP,2020-10-08,single_family,8470,54886,Residential
2020-153447 BP,2020-10-08,single_family,3019,19563,Residential
2020-151515 BP,2020-10-08,single_family,2362,15306,Residential
2020-151480 BP,2020-10-07,single_family,2744,17781,Residential
2020-152967 BP,2020-10-07,single_family,2478,16057,Residential
2020-151268 BP,2020-10-07,single_family,2470,16006,Residential
2020-149871 BP,2020-10-07,single_family,2595,16816,Residential
2020-149995 BP,2020-10-07,single_family,2595,16816,Residential
2020-150545 BP,2020-10-07,single_family,2317,15014,Residential
2020-149889 BP,2020-10-07,single_family,2477,16051,Residential
2020-153490 BP,2020-10-07,single_family,2589,16777,Residential
2020-151522 BP,2020-10-07,single_family,2544,16485,Residential
2020-150011 BP,2020-10-07,single_family,2923,18941,Residential
2020-150562 BP,2020-10-07,single_family,1844,11949,Residential
2020-149811 BP,2020-10-07,single_family,2583,16738,Residential
2020-153784 BP,2020-10-07,single_family,2398,15539,Residential
2020-152365 BP,2020-10-07,single_family,3172,20555,Residential
2020-149879 BP,2020-10-07,single_family,2595,16816,Residential
2020-150535 BP,2020-10-07,single_family,2162,14010,Residential
2020-144260 BP,2020-10-07,single_family,2761,17891,Residential
2020-152597 BP,2020-10-07,single_family,2227,14431,Residential
2020-151449 BP,2020-10-07,single_family,3555,23036,Residential
2020-153792 BP,2020-10-07,single_family,2398,15539,Residential
2020-152726 BP,2020-10-07,single_family,2762,17898,Residential
2020-096134 BP,2020-10-07,single_family,3587,23244,Residential
2020-153515 BP,2020-10-07,single_family,2330,15098,Residential
2020-150528 BP,2020-10-07,single_family,2577,16699,Residential
2020-150028 BP,2020-10-07,single_family,3145,20380,Residential
2020-151540 BP,2020-10-07,single_family,4673,30281,Residential
2020-153779 BP,2020-10-07,single_family,2399,15546,Residential
2020-152619 BP,2020-10-06,single_family,2797,18125,Residential
2020-150311 BP,2020-10-06,single_family,4210,27281,Residential
2020-142681 BP,2020-10-06,single_family,1680,10886,Residential
2020-152602 BP,2020-10-06,single_family,3165,20509,Residential
2020-152293 BP,2020-10-06,single_family,3981,25797,Residential
2020-152642 BP,2020-10-06,single_family,2566,16628,Residential
2020-151250 BP,2020-10-06,single_family,2976,19284,Residential
2020-152550 BP,2020-10-06,single_family,2227,14431,Residential
2020-152554 BP,2020-10-06,single_family,2668,17289,Residential
2020-152632 BP,2020-10-06,single_family,2811,18215,Residential
2020-152549 BP,2020-10-06,single_family,1916,12416,Residential
2020-144257 BP,2020-10-05,single_family,2701,17502,Residential
2020-150588 BP,2020-10-05,single_family,1944,12597,Residential
2020-147088 BP,2020-10-05,adu_accessory,1265,11309,Residential
2020-148826 BP,2020-10-05,single_family,2142,13880,Residential
2020-152080 BP,2020-10-05,single_family,3259,21118,Residential
2020-150313 BP,2020-10-05,single_family,3377,21883,Residential
2020-151176 BP,2020-10-05,adu_accessory,1404,12552,Residential
2020-150582 BP,2020-10-05,single_family,1944,12597,Residential
2020-149758 BP,2020-10-05,single_family,2127,13783,Residential
2020-147179 BP,2020-10-05,single_family,2025,13122,Residential
2020-150942 BP,2020-10-05,single_family,2544,16485,Residential
2020-148117 BP,2020-10-05,adu_accessory,1499,13401,Residential
2020-144261 BP,2020-10-02,single_family,2537,16440,Residential
2020-148116 BP,2020-10-02,single_family,2221,14392,Residential
2020-149902 BP,2020-10-02,single_family,2662,17250,Residential
2020-147087 BP,2020-10-02,single_family,2013,13044,Residential
2020-150720 BP,2020-10-02,single_family,2221,14392,Residential
2020-150115 BP,2020-10-02,single_family,3071,19900,Residential
2020-150464 BP,2020-10-01,single_family,2668,17289,Residential
2020-150489 BP,2020-10-01,single_family,2582,16731,Residential
2020-144262 BP,2020-10-01,single_family,2713,17580,Residential
2020-143328 BP,2020-10-01,single_family,2308,14956,Residential
2020-150433 BP,2020-10-01,single_family,2669,17295,Residential
2020-150506 BP,2020-10-01,single_family,2090,13543,Residential
2020-149607 BP,2020-10-01,single_family,2589,16777,Residential
2020-149610 BP,2020-10-01,single_family,2799,18138,Residential
2020-149613 BP,2020-10-01,single_family,2611,16919,Residential
2020-150448 BP,2020-10-01,single_family,2796,18118,Residential
2020-149592 BP,2020-10-01,single_family,2747,17801,Residential
2020-149675 BP,2020-09-30,single_family,2959,19174,Residential
2020-146976 BP,2020-09-30,single_family,2872,18611,Residential
2020-149596 BP,2020-09-30,single_family,2951,19122,Residential
2020-148606 BP,2020-09-30,single_family,2730,17690,Residential
2020-149649 BP,2020-09-30,single_family,2492,16148,Residential
2020-149597 BP,2020-09-30,single_family,3533,22894,Residential
2020-148731 BP,2020-09-30,single_family,2611,16919,Residential
2020-149655 BP,2020-09-30,single_family,2492,16148,Residential
2020-149598 BP,2020-09-30,single_family,2951,19122,Residential
2020-149267 BP,2020-09-30,single_family,7325,47466,Residential
2020-149624 BP,2020-09-30,single_family,2578,16705,Residential
2020-149619 BP,2020-09-30,single_family,1866,12092,Residential
2020-140103 BP,2020-09-30,single_family,2064,13375,Residential
2020-148168 BP,2020-09-30,single_family,1724,11172,Residential
2020-148099 BP,2020-09-30,single_family,2505,16232,Residential
2020-149600 BP,2020-09-30,single_family,2921,18928,Residential
2020-149594 BP,2020-09-30,single_family,2617,16958,Residential
2020-147545 BP,2020-09-29,commercial_other,1224,18139,Commercial
2020-147544 BP,2020-09-29,commercial_other,1224,18139,Commercial
2020-147542 BP,2020-09-29,commercial_other,1849,27402,Commercial
2020-147541 BP,2020-09-29,multifamily,53890,910779,Commercial
2020-147536 BP,2020-09-29,multifamily,63210,1068294,Commercial
2020-147535 BP,2020-09-29,multifamily,56469,954366,Commercial
2020-147538 BP,2020-09-29,multifamily,47458,802074,Commercial
2020-141925 BP,2020-09-29,single_family,1451,9402,Residential
2020-148612 BP,2020-09-29,single_family,2751,17826,Residential
2020-147540 BP,2020-09-29,multifamily,52451,886459,Commercial
2020-147537 BP,2020-09-29,multifamily,28552,482549,Commercial
2020-141231 BP,2020-09-29,single_family,1450,9396,Residential
2020-147546 BP,2020-09-29,commercial_other,1553,23015,Commercial
2020-144575 BP,2020-09-29,single_family,3497,22661,Residential
2020-148627 BP,2020-09-29,single_family,2845,18436,Residential
2020-144961 BP,2020-09-29,single_family,3462,22434,Residential
2020-148628 BP,2020-09-29,adu_accessory,1571,14045,Residential
2020-147543 BP,2020-09-29,commercial_other,1224,18139,Commercial
2020-147035 BP,2020-09-29,single_family,3012,19518,Residential
2020-147539 BP,2020-09-29,multifamily,27874,471090,Commercial
2020-144447 BP,2020-09-29,single_family,4080,26438,Residential
2020-147534 BP,2020-09-29,multifamily,26145,441869,Commercial
2020-147533 BP,2020-09-29,multifamily,47687,805944,Commercial
2020-148022 BP,2020-09-29,single_family,2359,15286,Residential
2020-124868 BP,2020-09-29,adu_accessory,1273,11381,Residential
2020-148631 BP,2020-09-28,single_family,4767,30890,Residential
2020-146731 BP,2020-09-28,single_family,2422,15695,Residential
2020-143942 BP,2020-09-28,single_family,2366,15332,Residential
2020-143903 BP,2020-09-28,single_family,2718,17613,Residential
2020-147949 BP,2020-09-28,single_family,6776,43908,Residential
2020-147898 BP,2020-09-28,single_family,2548,16511,Residential
2020-142682 BP,2020-09-28,single_family,3012,19518,Residential
2020-143687 BP,2020-09-28,single_family,2822,18287,Residential
2020-147897 BP,2020-09-28,single_family,2857,18513,Residential
2020-146784 BP,2020-09-28,single_family,1861,12059,Residential
2020-142327 BP,2020-09-28,single_family,2490,16135,Residential
2020-138922 BP,2020-09-28,single_family,2064,13375,Residential
2020-146995 BP,2020-09-28,single_family,3393,21987,Residential
2020-143943 BP,2020-09-28,adu_accessory,1161,10379,Residential
2020-146149 BP,2020-09-28,adu_accessory,1202,10746,Residential
2020-123492 BP,2020-09-28,adu_accessory,1500,13410,Residential
2020-137153 BP,2020-09-28,single_family,2342,15176,Residential
2020-141914 BP,2020-09-28,single_family,1977,12811,Residential
2020-137173 BP,2020-09-28,single_family,2822,18287,Residential
2020-123491 BP,2020-09-28,single_family,2505,16232,Residential
2020-146148 BP,2020-09-28,single_family,3539,22933,Residential
2020-146985 BP,2020-09-28,single_family,3586,23237,Residential
2020-143520 BP,2020-09-28,single_family,2342,15176,Residential
2020-146443 BP,2020-09-27,retail,4961,95294,Commercial
2020-136973 BP,2020-09-25,single_family,2787,18060,Residential
2020-143508 BP,2020-09-25,single_family,1970,12766,Residential
2020-137092 BP,2020-09-25,single_family,2912,18870,Residential
2020-146955 BP,2020-09-25,single_family,2871,18604,Residential
2020-146418 BP,2020-09-25,single_family,3007,19485,Residential
2020-137021 BP,2020-09-25,single_family,2787,18060,Residential
2020-146958 BP,2020-09-25,single_family,2047,13265,Residential
2020-146965 BP,2020-09-25,single_family,3296,21358,Residential
2020-146672 BP,2020-09-25,single_family,5960,38621,Residential
2020-128489 BP,2020-09-25,single_family,2901,18798,Residential
2020-142763 BP,2020-09-25,single_family,2025,13122,Residential
2020-146963 BP,2020-09-25,single_family,2277,14755,Residential
2020-145673 BP,2020-09-25,single_family,2866,18572,Residential
2020-145202 BP,2020-09-25,single_family,2009,13018,Residential
2020-144406 BP,2020-09-24,single_family,2091,13550,Residential
2020-146259 BP,2020-09-24,single_family,2710,17561,Residential
2020-057190 BP,2020-09-24,single_family,6930,44906,Residential
2020-146260 BP,2020-09-24,single_family,2749,17814,Residential
2020-146262 BP,2020-09-24,single_family,2607,16893,Residential
2020-146266 BP,2020-09-24,single_family,1907,12357,Residential
2020-144809 BP,2020-09-23,single_family,2224,14412,Residential
2020-145528 BP,2020-09-23,single_family,1907,12357,Residential
2020-145763 BP,2020-09-23,single_family,2277,14755,Residential
2020-128016 BP,2020-09-23,commercial_other,5700,84472,Commercial
2020-144655 BP,2020-09-23,single_family,3397,22013,Residential
2020-145161 BP,2020-09-23,single_family,2580,16718,Residential
2020-145682 BP,2020-09-23,single_family,2607,16893,Residential
2020-145749 BP,2020-09-23,single_family,2794,18105,Residential
2020-145327 BP,2020-09-23,single_family,2794,18105,Residential
2020-144841 BP,2020-09-23,single_family,1869,12111,Residential
2020-145781 BP,2020-09-23,single_family,2348,15215,Residential
2020-145720 BP,2020-09-23,single_family,2047,13265,Residential
2020-145329 BP,2020-09-23,single_family,2901,18798,Residential
2020-072633 BP,2020-09-23,single_family,3102,20101,Residential
2020-145532 BP,2020-09-23,single_family,1950,12636,Residential
2020-144689 BP,2020-09-22,single_family,5752,37273,Residential
2020-144829 BP,2020-09-22,single_family,1861,12059,Residential
2020-141404 BP,2020-09-22,adu_accessory,1080,9655,Residential
2020-141403 BP,2020-09-22,single_family,1382,8955,Residential
2020-144941 BP,2020-09-22,single_family,2535,16427,Residential
2020-118912 BP,2020-09-22,adu_accessory,1007,9003,Residential
2020-118910 BP,2020-09-22,single_family,1596,10342,Residential
2020-142647 BP,2020-09-22,single_family,3968,25713,Residential
2020-030545 BP,2020-09-21,single_family,2331,15105,Residential
2020-144310 BP,2020-09-21,single_family,2231,14457,Residential
2020-142470 BP,2020-09-21,multifamily,59094,998731,Commercial
2020-125283 BP,2020-09-21,retail,4719,90646,Commercial
2020-143164 BP,2020-09-21,single_family,3830,24818,Residential
2020-141930 BP,2020-09-21,adu_accessory,1404,12552,Residential
2020-142474 BP,2020-09-21,commercial_other,3339,49483,Commercial
2020-137667 BP,2020-09-21,single_family,3823,24773,Residential
2020-144283 BP,2020-09-21,single_family,2959,19174,Residential
2020-143362 BP,2020-09-21,parking_garage,946,1230,Commercial
2020-144288 BP,2020-09-21,single_family,2370,15358,Residential
2020-142475 BP,2020-09-21,commercial_other,3264,48371,Commercial
2020-142483 BP,2020-09-21,parking_garage,1013,1317,Commercial
2020-142468 BP,2020-09-21,multifamily,27742,468860,Commercial
2020-142479 BP,2020-09-21,parking_garage,946,1230,Commercial
2020-142471 BP,2020-09-21,multifamily,81822,1382850,Commercial
2020-031063 BP,2020-09-21,single_family,2356,15267,Residential
2020-141929 BP,2020-09-21,single_family,3098,20075,Residential
2020-141913 BP,2020-09-21,adu_accessory,1448,12945,Residential
2020-142478 BP,2020-09-21,parking_garage,18256,23733,Commercial
2020-143054 BP,2020-09-21,single_family,5159,33430,Residential
2020-143388 BP,2020-09-21,adu_accessory,1404,12552,Residential
2020-142473 BP,2020-09-21,multifamily,32427,548039,Commercial
2020-142481 BP,2020-09-21,parking_garage,946,1230,Commercial
2020-142476 BP,2020-09-21,commercial_other,3538,52432,Commercial
2020-143389 BP,2020-09-21,single_family,2267,14690,Residential
2020-142480 BP,2020-09-21,parking_garage,946,1230,Commercial
2020-142467 BP,2020-09-21,multifamily,21045,355675,Commercial
2020-142469 BP,2020-09-21,multifamily,23996,405549,Commercial
2020-138419 BP,2020-09-21,single_family,2011,13031,Residential
2020-142477 BP,2020-09-21,commercial_other,1209,17917,Commercial
2020-140998 BP,2020-09-21,single_family,2825,18306,Residential
2020-141911 BP,2020-09-21,single_family,3088,20010,Residential
2020-142482 BP,2020-09-21,parking_garage,946,1230,Commercial
2020-143757 BP,2020-09-21,single_family,3897,25253,Residential
2020-142472 BP,2020-09-21,multifamily,33354,563706,Commercial
2020-140210 BP,2020-09-19,single_family,4369,28311,Residential
2020-143124 BP,2020-09-18,adu_accessory,1880,16807,Residential
2020-138320 BP,2020-09-18,multifamily,4541,76746,Residential
2020-142010 BP,2020-09-18,single_family,3385,21935,Residential
2020-138783 BP,2020-09-18,single_family,5730,37130,Residential
2020-142760 BP,2020-09-18,single_family,4101,26574,Residential
2020-142021 BP,2020-09-18,single_family,2026,13128,Residential
2020-142512 BP,2020-09-18,office,210385,3293642,Commercial
2020-143123 BP,2020-09-18,single_family,2161,14003,Residential
2020-139989 BP,2020-09-18,single_family,3976,25764,Residential
2020-125085 BP,2020-09-18,single_family,3050,19764,Residential
2020-142016 BP,2020-09-18,single_family,2535,16427,Residential
2020-142781 BP,2020-09-17,single_family,2485,16103,Residential
2020-141744 BP,2020-09-17,single_family,2362,15306,Residential
2020-143079 BP,2020-09-17,single_family,2646,17146,Residential
2020-142768 BP,2020-09-17,single_family,2421,15688,Residential
2020-142777 BP,2020-09-17,single_family,2009,13018,Residential
2020-143091 BP,2020-09-17,single_family,2864,18559,Residential
2020-139580 BP,2020-09-17,single_family,1382,8955,Residential
2020-142914 BP,2020-09-17,single_family,3718,24093,Residential
2020-139581 BP,2020-09-17,adu_accessory,1080,9655,Residential
2020-142784 BP,2020-09-17,single_family,2181,14133,Residential
2020-138834 BP,2020-09-17,single_family,2044,13245,Residential
2020-141798 BP,2020-09-17,single_family,2544,16485,Residential
2020-142774 BP,2020-09-17,single_family,2494,16161,Residential
2020-139621 BP,2020-09-17,single_family,3275,21222,Residential
2020-142773 BP,2020-09-17,single_family,1907,12357,Residential
2020-141778 BP,2020-09-17,single_family,2221,14392,Residential
2020-141815 BP,2020-09-17,single_family,2342,15176,Residential
2020-136720 BP,2020-09-17,single_family,3293,21339,Residential
2020-142197 BP,2020-09-16,single_family,2009,13018,Residential
2020-142069 BP,2020-09-16,single_family,2662,17250,Residential
2020-141855 BP,2020-09-16,multifamily,61192,1034188,Commercial
2020-141858 BP,2020-09-16,parking_garage,126942,165025,Commercial
2020-141859 BP,2020-09-16,retail,4320,82981,Commercial
2020-142000 BP,2020-09-16,single_family,1950,12636,Residential
2020-142004 BP,2020-09-16,single_family,2438,15798,Residential
2020-141850 BP,2020-09-16,single_family,2061,13355,Residential
2020-141857 BP,2020-09-16,multifamily,61276,1035608,Commercial
2020-142001 BP,2020-09-16,single_family,1981,12837,Residential
2020-141856 BP,2020-09-16,multifamily,73572,1243419,Commercial
2020-141853 BP,2020-09-16,multifamily,24610,415927,Commercial
2020-141854 BP,2020-09-16,multifamily,61188,1034121,Commercial
2020-141832 BP,2020-09-16,single_family,1753,11359,Residential
2020-128474 BP,2020-09-15,single_family,3827,24799,Residential
2020-141108 BP,2020-09-15,single_family,2841,18410,Residential
2020-141240 BP,2020-09-15,single_family,2740,17755,Residential
2020-139357 BP,2020-09-15,single_family,3886,25181,Residential
2020-141242 BP,2020-09-15,single_family,2047,13265,Residential
2020-114202 BP,2020-09-15,single_family,8386,54341,Residential
2020-135432 BP,2020-09-14,commercial_other,358,5305,Commercial
2020-138940 BP,2020-09-14,single_family,2604,16874,Residential
2020-138813 BP,2020-09-14,single_family,2881,18669,Residential
2020-139259 BP,2020-09-14,single_family,6421,41608,Residential
2020-135430 BP,2020-09-14,commercial_other,500,7410,Commercial
2020-137122 BP,2020-09-14,single_family,2458,15928,Residential
2020-135428 BP,2020-09-14,parking_garage,106932,139012,Commercial
2020-135426 BP,2020-09-14,multifamily,66624,1125993,Commercial
2020-135427 BP,2020-09-14,multifamily,147264,2488866,Commercial
2020-139526 BP,2020-09-14,single_family,3778,24481,Residential
2020-139308 BP,2020-09-14,single_family,2535,16427,Residential
2020-140891 BP,2020-09-14,single_family,2519,16323,Residential
2020-137329 BP,2020-09-14,single_family,2649,17166,Residential
2020-135870 BP,2020-09-14,single_family,2025,13122,Residential
